/R0/PLUS X,/R0/PLUS Y
0,1.175948227682966e-15
1.2e-06,1.4175327578414e-15
3.6e-06,1.200817223434569e-15
8.399999999999899e-06,1.165290086646564e-15
1.79999999999999e-05,1.175948227682966e-15
3e-05,1.179500941361766e-15
4.2e-05,1.179500941361766e-15
5.4e-05,1.175948227682966e-15
6.59999999999999e-05,1.179500941361766e-15
7.79999999999999e-05,1.179500941361766e-15
8.99999999999999e-05,1.179500941361766e-15
0.0001019999999999999,1.175948227682966e-15
0.0001139999999999999,1.175948227682966e-15
0.0001259999999999999,1.175948227682966e-15
0.0001379999999999999,1.179500941361766e-15
0.0001499999999999999,1.175948227682966e-15
0.0001619999999999999,1.179500941361766e-15
0.0001739999999999999,1.175948227682966e-15
0.0001859999999999999,1.175948227682966e-15
0.0001979999999999999,1.175948227682966e-15
0.0002099999999999999,1.179500941361766e-15
0.0002219999999999999,1.175948227682966e-15
0.0002339999999999999,1.175948227682966e-15
0.0002459999999999999,1.175948227682966e-15
0.0002579999999999999,1.179500941361766e-15
0.0002699999999999999,1.175948227682966e-15
0.0002819999999999999,1.175948227682966e-15
0.000294,1.179500941361766e-15
0.0003,1.179500941361766e-15
0.0003000000107727086,1.158184659288963e-15
0.0003000000191744046,1.13686837721616e-15
0.0003000000235829701,1.122657522500958e-15
0.0003000000284869762,1.104893954106956e-15
0.0003000000332790763,1.119104808822158e-15
0.0003000000393545296,1.115552095143357e-15
0.0003000000496107679,1.129762949858559e-15
0.0003000000649253046,1.140421090894961e-15
0.0003000000724964302,1.126210236179759e-15
0.0003000000793242994,1.143973804573761e-15
0.0003000000896351667,1.151079231931362e-15
0.0003000000990926921,1.168842800325365e-15
0.0003000001076797184,1.168842800325365e-15
0.0003000001143953468,1.158184659288963e-15
0.0003000001203429348,1.161737372967764e-15
0.0003000001251415001,1.122657522500958e-15
0.0003000001302664182,1.140421090894961e-15
0.0003000001356987883,1.13331566353736e-15
0.0003000001424375192,1.13686837721616e-15
0.0003000001435907136,1.13331566353736e-15
0.0003000001446751555,1.161737372967764e-15
0.0003000001462393709,1.097788526749355e-15
0.0003000001475386592,1.126210236179759e-15
0.0003000001488165695,1.154631945610163e-15
0.000300000150382589,1.161737372967764e-15
0.000300000152568648,1.119104808822158e-15
0.0003000001566190719,1.13686837721616e-15
0.0003000001635264407,1.186606368719367e-15
0.0003000001693858971,1.143973804573761e-15
0.0003000001742972508,1.143973804573761e-15
0.0003000001802279176,1.126210236179759e-15
0.0003000001860358376,1.13331566353736e-15
0.0003000001904606875,1.172395514004165e-15
0.0003000001940314015,1.154631945610163e-15
0.0003000001968782859,1.193711796076968e-15
0.0003000001984391429,1.218580791828572e-15
0.0003000002,1.218580791828572e-15
0.0003000002010735973,1.243449787580175e-15
0.000300000202198696,1.222133505507372e-15
0.0003000002037783962,1.147526518252562e-15
0.0003000002067272906,1.104893954106956e-15
0.0003000002089949815,1.087130385712953e-15
0.0003000002114564954,1.080024958355352e-15
0.0003000002144876965,1.122657522500958e-15
0.000300000217855868,1.158184659288963e-15
0.000300000221677532,1.161737372967764e-15
0.00030000022733134,1.190159082398168e-15
0.0003000002331242507,1.186606368719367e-15
0.0003000002390421959,1.197264509755769e-15
0.0003000002419915526,1.222133505507372e-15
0.0003000002451600338,1.215028078149771e-15
0.0003000002479376675,1.222133505507372e-15
0.000300000250333151,1.197264509755769e-15
0.0003000002529888839,1.225686219186173e-15
0.0003000002559043585,1.247002501258976e-15
0.0003000002586446275,1.243449787580175e-15
0.0003000002616629581,1.193711796076968e-15
0.0003000002653563012,1.222133505507372e-15
0.0003000002687608463,1.211475364470971e-15
0.0003000002730527405,1.271871497010579e-15
0.0003000002780327477,1.264766069652978e-15
0.0003000002823264457,1.247002501258976e-15
0.0003000002865863304,1.271871497010579e-15
0.00030000029060086,1.289635065404582e-15
0.0003000002942987085,1.293187779083382e-15
0.0003000002991604713,1.328714915871387e-15
0.0003000003064329576,1.325162202192587e-15
0.0003000003138010272,1.328714915871387e-15
0.0003000003192950523,1.360689338980592e-15
0.0003000003242956266,1.399769189447397e-15
0.0003000003289275542,1.428190898877801e-15
0.0003000003331360971,1.467270749344607e-15
0.0003000003372871997,1.509903313490213e-15
