/M0/D (Iref=1e-05) X,/M0/D (Iref=1e-05) Y
0,-3.466591687161335e-20
0.8,0.001017962334218994
1.6,0.001024150087114542
2.4,0.00102904196144089
3.2,0.001033321214447945
4,0.001037166077553998
4.8,0.001040663801977612
5.6,0.001043865943441299
6.399999999999999,0.001046807399896378
7.199999999999999,0.001049514188809677
7.999999999999999,0.001052007159974599
8.799999999999999,0.001054303954406191
9.6,0.001056420105847803
10.4,0.001058369683117131
11.2,0.001060165669808231
12,0.001061820186904413
12.8,0.001063344619325064
13.6,0.001064749683858727
14.4,0.001066045462525348
15.2,0.001067241417200758
16,0.001068346395952421
16.8,0.001069368637801602
17.6,0.001070315779951376
18.40000000000001,0.001071194869588479
19.20000000000001,0.001072012381002059
20.00000000000001,0.001072774237844389
20.80000000000001,0.001073485839794917
21.60000000000001,0.001074152092597452
22.40000000000001,0.001074777440349346
23.20000000000001,0.00107536589896516
24.00000000000001,0.001075921089865383
24.80000000000001,0.001076446273108327
25.60000000000001,0.001076944379363727
26.40000000000001,0.001077418040296482
27.20000000000001,0.001077869617079952
28.00000000000001,0.001078301226881954
28.80000000000001,0.001078714767265135
29.60000000000002,0.001079111938516307
30.40000000000002,0.00107949426397075
31.20000000000002,0.001079863108432525
32.00000000000001,0.001080219694811725
32.80000000000001,0.00108056511911012
33.60000000000001,0.00108090036389001
34.40000000000001,0.001081226310358385
35.2,0.001081543749193629
36,0.001081853390234609
36.8,0.001082155871143427
37.59999999999999,0.001082451765144545
38.39999999999999,0.001082741587934409
39.19999999999999,0.001083025803846859
40,0.001083304831352104
