/R1/PLUS X,/R1/PLUS Y
0,1.179500941361766e-15
5e-06,-2.131628207280301e-17
1.5e-05,0
3.5e-05,0
7.499999999999999e-05,0
0.000155,3.552713678800501e-18
0.000255,0
0.0003,0
0.00030000005,0
0.0003000000722871022,3.552713678800501e-18
0.0003000001168613066,1.06581410364015e-17
0.000300000136556,1.776356839400251e-17
0.0003000001444619174,2.486899575160351e-17
0.0003000001602737521,2.486899575160351e-17
0.000300000174429343,3.552713678800501e-18
0.0003000001872146715,3.552713678800501e-17
0.0003000002,4.263256414560601e-17
0.0003000002118042697,3.197442310920451e-17
0.0003000002263863288,2.842170943040401e-17
0.0003000002391143697,3.552713678800501e-17
0.0003000002617503035,3.907985046680551e-17
0.0003000002778426027,3.552713678800501e-17
0.0003000003034750696,1.4210854715202e-17
0.0003000003200155348,2.486899575160351e-17
0.000300000336556,1.06581410364015e-17
0.0003000003485320615,7.105427357601002e-18
0.0003000003641155193,3.552713678800501e-18
0.0003000003772267972,1.06581410364015e-17
0.0003000003983726972,1.06581410364015e-17
0.0003000004105768515,1.06581410364015e-17
0.000300000429575461,2.486899575160351e-17
0.0003000004463041263,3.552713678800501e-17
0.0003000004634327017,2.842170943040401e-17
0.0003000004807150256,2.842170943040401e-17
0.0003000004981564221,2.486899575160351e-17
0.0003000005157480888,4.973799150320701e-17
0.000300000539226216,6.750155989720952e-17
0.000300000553814814,7.105427357601002e-17
0.0003000005768438639,6.750155989720952e-17
0.0003000006038466732,4.618527782440652e-17
0.000300000637603343,6.394884621840902e-17
0.00030000066859768,6.039613253960852e-17
0.0003000007137868068,4.973799150320701e-17
0.0003000007691968852,3.907985046680551e-17
0.0003000008216100419,6.039613253960852e-17
0.0003000008719904439,4.973799150320701e-17
0.0003000009327721593,2.486899575160351e-17
0.0003000010187494355,1.4210854715202e-17
0.0003000011539563838,1.06581410364015e-17
0.0003000012667096968,2.486899575160351e-17
0.0003000014343096378,4.263256414560601e-17
0.000300001579050743,5.684341886080802e-17
0.0003000017755415429,3.197442310920451e-17
0.000300001835732051,2.842170943040401e-17
0.0003000019374405758,-3.552713678800501e-18
0.000300002030030302,-2.131628207280301e-17
0.000300002116215395,-3.197442310920451e-17
0.0003000021918160533,-2.131628207280301e-17
0.000300002281366358,-5.329070518200751e-17
0.0003000023935908168,-4.618527782440652e-17
0.0003000025080780735,-2.486899575160351e-17
0.0003000026237502974,-1.4210854715202e-17
0.000300002783226548,1.06581410364015e-17
0.0003000029199945901,7.105427357601002e-18
0.0003000030873093524,-7.105427357601002e-18
0.0003000032559346348,-7.105427357601002e-18
0.0003000034544923418,2.131628207280301e-17
0.0003000035597889284,3.552713678800501e-18
0.0003000037030554679,1.06581410364015e-17
0.0003000038245868301,7.105427357601002e-18
0.0003000039685861694,7.105427357601002e-18
0.0003000041519897183,2.131628207280301e-17
0.000300004351658428,3.197442310920451e-17
0.0003000045658506547,3.907985046680551e-17
0.0003000048801999003,7.105427357601002e-18
0.0003000051600621309,0
0.000300005507120633,2.131628207280301e-17
0.0003000058255943616,2.131628207280301e-17
0.0003000062416688676,2.131628207280301e-17
0.0003000066237771141,0
0.0003000071077362932,-4.618527782440652e-17
0.0003000075119957111,-3.197442310920451e-17
0.0003000079273243414,-3.552713678800501e-18
0.0003000083317140606,7.105427357601002e-18
0.0003000087756391861,-3.552713678800501e-18
0.0003000092328242529,-3.552713678800501e-18
0.0003000097166373979,-2.842170943040401e-17
0.0003000101590996708,-4.263256414560601e-17
0.000300010714783252,-1.030286966852145e-16
0.0003000112777869261,-1.030286966852145e-16
0.0003000119668576095,-1.20792265079217e-16
0.0003000127680638785,-1.13686837721616e-16
0.0003000135062490953,-7.460698725481052e-17
0.000300014258847585,-4.618527782440652e-17
0.000300015129208033,-7.460698725481052e-17
0.0003000159406036687,-6.394884621840902e-17
0.0003000170210093937,-2.842170943040401e-17
0.0003000180505278389,-2.131628207280301e-17
0.0003000193372990364,-1.70530256582424e-16
0.0003000203442139634,-1.49213974509621e-16
0.0003000217239081253,-1.56319401867222e-16
0.0003000232148248751,-1.06581410364015e-16
0.0003000248922615597,4.263256414560601e-17
0.0003000268419351563,7.105427357601002e-17
0.0003000293950634765,-1.953992523340276e-16
0.000300031908585533,-1.56319401867222e-16
0.0003000345363039033,-2.593480985524366e-16
0.0003000367904323923,-1.598721155460225e-16
0.0003000392473135695,-2.131628207280301e-17
0.0003000424657511691,4.618527782440652e-17
0.0003000434853663319,-8.881784197001253e-17
0.0003000455245966575,-9.237055564881303e-17
0.0003000490083112528,-2.486899575160351e-17
0.0003000524509513844,-1.06581410364015e-17
0.0003000563427534226,1.314504061156185e-16
0.0003000591551562207,6.039613253960852e-17
0.0003000617938069265,-3.552713678800501e-18
0.0003000638880343938,-2.131628207280301e-17
0.0003000661899608726,-7.105427357601002e-18
0.0003000692676783485,0
0.0003000738994676273,-1.49213974509621e-16
0.0003000777355065398,-7.460698725481052e-17
0.0003000820542895468,1.4210854715202e-16
0.0003000857088845827,7.815970093361102e-17
0.0003000904643746129,-1.527666881884216e-16
0.0003000968114698214,-4.973799150320701e-17
0.0003001061721833504,6.039613253960852e-17
0.0003001181591366339,2.842170943040401e-17
0.0003001358327128392,-4.263256414560601e-17
0.0003001558310186869,-1.06581410364015e-17
0.0003001797974577909,-7.105427357601002e-18
0.000300207332755328,7.105427357601002e-18
0.0003002481878112798,5.258016244624741e-16
0.0003002906158881369,3.197442310920451e-17
0.0003002934091539195,-1.4210854715202e-17
0.0003002989956854846,-3.552713678800501e-17
