/M0/D (Iref=0.00028) X,/M0/D (Iref=0.00028) Y
0,-2.400201673795841e-19
0.8,0.01134950767215855
1.6,0.02007537337666615
2.4,0.02593585551987501
3.2,0.02885981317684587
4,0.02965853243036615
4.8,0.02977637945625934
5.6,0.02979965593338917
6.399999999999999,0.02981405826310339
7.199999999999999,0.0298247165795087
7.999999999999999,0.02983341192176081
8.799999999999999,0.02984093650791062
9.6,0.02984769445153333
10.4,0.02985391474841251
11.2,0.0298597378957924
12,0.02986525555896392
12.8,0.02987053052977022
13.6,0.02987560755336937
14.4,0.02988051957110904
15.2,0.02988529150630783
16,0.02988994265906181
16.8,0.02989448827650752
17.6,0.02989894061470867
18.40000000000001,0.0299033096762732
19.20000000000001,0.02990760373491612
20.00000000000001,0.02991182971634333
20.80000000000001,0.02991599347997678
21.60000000000001,0.02992010003082054
22.40000000000001,0.02992415368118854
23.20000000000001,0.02992815817584119
24.00000000000001,0.02993211679000879
24.80000000000001,0.029936032407044
25.60000000000001,0.02993990758057574
26.40000000000001,0.02994374458472997
27.20000000000001,0.0299475454550675
28.00000000000001,0.02995131202222418
28.80000000000001,0.02995504593976449
29.60000000000002,0.02995874870740631
30.40000000000002,0.02996242169051064
31.20000000000002,0.02996606613654051
32.00000000000001,0.02996968318903648
32.80000000000001,0.02997327389955057
33.60000000000001,0.02997683923788536
34.40000000000001,0.02998038010092345
35.2,0.02998389732027357
36,0.02998739166892066
36.8,0.02999086386703343
37.59999999999999,0.02999431458705431
38.39999999999999,0.02999774445817742
39.19999999999999,0.03000115407030126
40,0.03000454397752863
