/R0/PLUS X,/R0/PLUS Y
0,1.175948227682966e-15
1.2e-06,1.4175327578414e-15
3.6e-06,1.200817223434569e-15
8.399999999999899e-06,1.165290086646564e-15
1.79999999999999e-05,1.175948227682966e-15
3e-05,1.179500941361766e-15
4.2e-05,1.179500941361766e-15
5.4e-05,1.175948227682966e-15
6.59999999999999e-05,1.179500941361766e-15
7.79999999999999e-05,1.179500941361766e-15
8.99999999999999e-05,1.179500941361766e-15
0.0001019999999999999,1.175948227682966e-15
0.0001139999999999999,1.175948227682966e-15
0.0001259999999999999,1.175948227682966e-15
0.0001379999999999999,1.179500941361766e-15
0.0001499999999999999,1.175948227682966e-15
0.0001619999999999999,1.179500941361766e-15
0.0001739999999999999,1.175948227682966e-15
0.0001859999999999999,1.175948227682966e-15
0.0001979999999999999,1.175948227682966e-15
0.0002099999999999999,1.179500941361766e-15
0.0002219999999999999,1.175948227682966e-15
0.0002339999999999999,1.175948227682966e-15
0.0002459999999999999,1.175948227682966e-15
0.0002579999999999999,1.179500941361766e-15
0.0002699999999999999,1.175948227682966e-15
0.0002819999999999999,1.175948227682966e-15
0.000294,1.179500941361766e-15
0.0003,1.179500941361766e-15
0.0003000000107716026,1.186606368719367e-15
0.0003000000191719996,1.175948227682966e-15
0.0003000000235796297,1.186606368719367e-15
0.0003000000284822088,1.20792265079217e-15
0.0003000000332740643,1.186606368719367e-15
0.0003000000393516176,1.154631945610163e-15
0.0003000000496213969,1.151079231931362e-15
0.0003000000649413387,1.13686837721616e-15
0.0003000000725431452,1.147526518252562e-15
0.0003000000793989222,1.147526518252562e-15
0.0003000000897708196,1.161737372967764e-15
0.0003000000992612902,1.161737372967764e-15
0.000300000107832299,1.13686837721616e-15
0.0003000001145393302,1.122657522500958e-15
0.0003000001204730586,1.129762949858559e-15
0.0003000001252620957,1.154631945610163e-15
0.0003000001304047237,1.108446667785756e-15
0.0003000001358402632,1.104893954106956e-15
0.0003000001425795308,1.126210236179759e-15
0.000300000143735216,1.129762949858559e-15
0.0003000001448202427,1.104893954106956e-15
0.000300000146386422,1.186606368719367e-15
0.0003000001476865585,1.168842800325365e-15
0.0003000001489654146,1.154631945610163e-15
0.0003000001505329161,1.158184659288963e-15
0.0003000001527218379,1.147526518252562e-15
0.0003000001567829484,1.154631945610163e-15
0.0003000001636935921,1.143973804573761e-15
0.0003000001695301659,1.126210236179759e-15
0.0003000001744623564,1.143973804573761e-15
0.0003000001803618855,1.165290086646564e-15
0.0003000001861622744,1.151079231931362e-15
0.0003000001905914831,1.165290086646564e-15
0.0003000001941632526,1.158184659288963e-15
0.0003000001970084685,1.165290086646564e-15
0.0003000002,1.175948227682966e-15
0.0003000002012450003,1.151079231931362e-15
0.0003000002026189928,1.154631945610163e-15
0.0003000002046065389,1.218580791828572e-15
0.0003000002077923433,1.20792265079217e-15
0.0003000002102000393,1.215028078149771e-15
0.000300000212884943,1.129762949858559e-15
0.0003000002161740746,1.097788526749355e-15
0.0003000002196551679,1.080024958355352e-15
0.0003000002240138601,1.119104808822158e-15
0.0003000002297072245,1.122657522500958e-15
0.0003000002355796725,1.111999381464557e-15
0.0003000002415453187,1.115552095143357e-15
0.0003000002441711455,1.111999381464557e-15
0.0003000002468329892,1.122657522500958e-15
0.0003000002493910984,1.097788526749355e-15
0.0003000002518491362,1.101341240428155e-15
0.0003000002555508211,1.119104808822158e-15
0.0003000002586370548,1.101341240428155e-15
0.0003000002614005964,1.119104808822158e-15
0.0003000002651099628,1.168842800325365e-15
0.0003000002685477623,1.211475364470971e-15
0.0003000002725977909,1.197264509755769e-15
0.0003000002778488812,1.158184659288963e-15
0.00030000028221839,1.151079231931362e-15
0.0003000002864204943,1.147526518252562e-15
0.000300000290670275,1.168842800325365e-15
0.0003000002943521939,1.143973804573761e-15
0.0003000002990338671,1.13686837721616e-15
0.0003000003061573196,1.13686837721616e-15
0.0003000003136677559,1.183053655040567e-15
0.0003000003194158555,1.218580791828572e-15
0.0003000003244310083,1.264766069652978e-15
0.0003000003290572899,1.293187779083382e-15
0.0003000003332726524,1.335820343228988e-15
0.0003000003374179974,1.357136625301791e-15
0.0003000003399987641,1.389111048410996e-15
0.0003000003425795308,1.399769189447397e-15
