/M0/D (Iref=0.00024) X,/M0/D (Iref=0.00024) Y
0,8.41584543933096e-19
0.8,0.01077201372555186
1.6,0.01871522975385954
2.4,0.02343423649022091
3.2,0.02509152829187306
4,0.02532008130628472
4.8,0.02534274347420881
5.6,0.02535503994463098
6.399999999999999,0.02536409572805831
7.199999999999999,0.02537147962890489
7.999999999999999,0.02537790079407785
8.799999999999999,0.02538370236087411
9.6,0.02538907238738143
10.4,0.02539412388091404
11.2,0.02539892965036025
12,0.02540353921930694
12.8,0.02540798776203133
13.6,0.02541230115699451
14.4,0.02541649900760339
15.2,0.02542059653289161
16,0.02542460579765819
16.8,0.0254285365397678
17.6,0.02543239674266333
18.40000000000001,0.02543619304156271
19.20000000000001,0.02543993101804377
20.00000000000001,0.02544361541788111
20.80000000000001,0.02544725031494718
21.60000000000001,0.02545083923646863
22.40000000000001,0.02545438526010214
23.20000000000001,0.02545789109013443
24.00000000000001,0.02546135911799401
24.80000000000001,0.02546479147081441
25.60000000000001,0.0254681900507899
26.40000000000001,0.02547155656735525
27.20000000000001,0.02547489256371554
28.00000000000001,0.02547819943888479
28.80000000000001,0.02548147846612536
29.60000000000002,0.02548473080847559
30.40000000000002,0.02548795753190673
31.20000000000002,0.02549115961653532
32.00000000000001,0.02549433796622902
32.80000000000001,0.02549749341687694
33.60000000000001,0.02550062674354556
34.40000000000001,0.02550373866669564
35.2,0.02550682985760679
36,0.02550990094313019
36.8,0.02551295250986641
37.59999999999999,0.02551598510785175
38.39999999999999,0.02551899925382231
39.19999999999999,0.02552199543411168
40,0.02552497410723254
