/M0/D (Iref=0.0001) X,/M0/D (Iref=0.0001) Y
0,-1.456628271848491e-18
0.8,0.007409306547423746
1.6,0.01005601875988465
2.4,0.01017509134817744
3.2,0.0101860793985814
4,0.01019390603743401
4.8,0.01020043200869835
5.6,0.01020617110877851
6.399999999999999,0.01021135454258354
7.199999999999999,0.01021610903620552
7.999999999999999,0.01022051420859414
8.799999999999999,0.01022462499189593
9.6,0.01022848192062193
10.4,0.01023211643556488
11.2,0.01023555386390989
12,0.01023881520806371
12.8,0.01024191827716052
13.6,0.01024487843419822
14.4,0.01024770910772138
15.2,0.01025042215375222
16,0.01025302811950191
16.8,0.01025553644099741
17.6,0.01025795559525904
18.40000000000001,0.01026029322060582
19.20000000000001,0.01026255621418285
20.00000000000001,0.01026475081289953
20.80000000000001,0.01026688266202956
21.60000000000001,0.0102689568744262
22.40000000000001,0.0102709780824139
23.20000000000001,0.01027295048381436
24.00000000000001,0.01027487788314128
24.80000000000001,0.0102767637287173
25.60000000000001,0.01027861114626362
26.40000000000001,0.01028042296938508
27.20000000000001,0.01028220176727655
28.00000000000001,0.01028394986991984
28.80000000000001,0.01028566939099309
29.60000000000002,0.01028736224869032
30.40000000000002,0.01028903018462236
31.20000000000002,0.01029067478096128
32.00000000000001,0.01029229747597005
32.80000000000001,0.01029389957805835
33.60000000000001,0.01029548227848611
34.40000000000001,0.01029704666283699
35.2,0.01029859372136848
36,0.01030012435834358
36.8,0.01030163940043573
37.59999999999999,0.0103031396042972
38.39999999999999,0.01030462566336817
39.19999999999999,0.01030609821400326
40,0.01030755784097926
